Arquivo,Linha,Coluna,Padrão,Match,Severidade,Crítico,Descrição,Sugestão
src/pages/dashboards/KioskMonitorDashboard.tsx,329,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,332,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,335,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,338,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,341,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,344,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,347,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,357,34,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,363,37,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,376,49,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,379,41,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/dashboards/KioskMonitorDashboard.tsx,386,39,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/About.tsx,112,49,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/About.tsx,112,37,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/Auth.tsx,407,49,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/Auth.tsx,407,37,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,227,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,227,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,239,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,239,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,251,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,251,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,263,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,263,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,406,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,406,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/DesignSystem.tsx,416,51,text-muted,text-muted,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/DesignSystem.tsx,416,39,text-muted-var,text-[var(--text-muted)],ALTA,Sim,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/pages/public/LandingPage.tsx,145,46,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,200,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,228,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,258,31,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,283,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,310,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,340,27,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,350,34,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,389,32,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,401,30,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/pages/public/LandingPage.tsx,411,28,text-muted,text-muted-foreground,ALTA,Sim,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/layout/MainLayout.tsx,134,63,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/navigation/GlobalSidebar.tsx,226,42,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/navigation/GlobalSidebar.tsx,263,62,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/navigation/GlobalSidebar.tsx,375,44,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/navigation/Header.tsx,326,43,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/ui/specialized-cards.tsx,120,49,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/ui/specialized-cards.tsx,201,37,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/ui/specialized-cards.tsx,306,61,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/ui/specialized-cards.tsx,386,35,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/ui/specialized-cards.tsx,497,37,text-gray-500,text-gray-500,BAIXA,Sim,Cinza 500 (#6b7280) tem contraste ~4.6:1 em fundo escuro,"Aceitável para texto grande, verificar para texto pequeno"
src/components/player/FullscreenKaraoke.tsx,27,40,opacity-30,opacity-30,CRÍTICA,Sim,Opacidade 30% causa contraste muito baixo,Remover ou usar cor visível
src/components/ui/calendar.tsx,38,134,opacity-30,opacity-30,CRÍTICA,Sim,Opacidade 30% causa contraste muito baixo,Remover ou usar cor visível
src/pages/public/Help.tsx,1129,75,opacity-30,opacity-30,CRÍTICA,Sim,Opacidade 30% causa contraste muito baixo,Remover ou usar cor visível
src/components/landing/DemoAnimated.tsx,97,82,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/DemoAnimated.tsx,108,73,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/DemoAnimated.tsx,173,26,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/DemoAnimated.tsx,254,20,text-zinc-500,text-zinc-500,MÉDIA,Sim,Zinc 500 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/ScreenshotCarousel.tsx,65,81,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/landing/ScreenshotPreview.tsx,17,32,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/ScreenshotPreview.tsx,211,52,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/landing/ScreenshotPreview.tsx,315,65,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/ScreenshotPreview.tsx,332,31,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/landing/ScreenshotPreview.tsx,337,73,text-zinc-500,text-zinc-500,MÉDIA,Sim,Zinc 500 pode ter baixo contraste,Verificar contraste no tema atual
src/components/layout/MainLayout.tsx,145,30,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/layout/MainLayout.tsx,151,30,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/layout/MainLayout.tsx,157,30,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/GlobalSidebar.tsx,224,36,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/GlobalSidebar.tsx,238,14,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/GlobalSidebar.tsx,297,32,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/GlobalSidebar.tsx,378,44,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,136,175,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,156,26,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,194,167,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,205,173,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,220,178,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,266,51,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/Header.tsx,293,165,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/SidebarNavItem.tsx,128,20,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/navigation/__tests__/Header.test.tsx,107,38,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/player/CommandDeck.tsx,150,24,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/LibraryPanel.tsx,187,84,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/LibraryPanel.tsx,192,64,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/LibraryPanel.tsx,247,64,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/LibraryPanel.tsx,281,64,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/LyricsDisplay.tsx,99,42,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/NowPlaying.tsx,19,82,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/PlayerControls.tsx,101,29,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/PlayerControls.tsx,128,29,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/PlayerControls.tsx,165,29,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/PlayerControls.tsx,196,29,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/QueuePanel.tsx,66,127,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/QueuePanel.tsx,299,58,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/QueuePanel.tsx,344,43,opacity-60,opacity-60,MÉDIA,Sim,Opacidade 60% reduz contraste significativamente,Usar cor com contraste adequado em vez de opacidade
src/components/player/SideInfoPanel.tsx,128,66,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/SideInfoPanel.tsx,207,64,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/VoiceControlButton.tsx,102,33,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/player/__tests__/PlayerControls.test.tsx,233,39,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/LogoGitHub.tsx,90,14,text-zinc-400,text-zinc-400,MÉDIA,Sim,Zinc 400 pode ter baixo contraste,Verificar contraste no tema atual
src/components/ui/WcagExceptionComment.tsx,41,13,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/ui/button.tsx,20,293,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/calendar.tsx,23,39,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/calendar.tsx,38,46,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/calendar.tsx,39,46,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/card-extensions.tsx,223,17,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/ui/checkbox.tsx,14,300,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/command.tsx,43,65,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/command.tsx,47,150,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/command.tsx,108,245,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/context-menu.tsx,81,158,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/context-menu.tsx,97,163,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/context-menu.tsx,120,163,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/dropdown-menu.tsx,82,176,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/dropdown-menu.tsx,98,181,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/dropdown-menu.tsx,121,181,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/input-otp.tsx,11,71,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/input.tsx,19,226,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/menubar.tsx,109,158,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/menubar.tsx,125,163,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/menubar.tsx,148,163,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/navigation-menu.tsx,38,284,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/permission-toggle.tsx,58,49,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/radio-group.tsx,22,209,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/select.tsx,20,294,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/select.tsx,115,60,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/sidebar.tsx,413,349,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/sidebar.tsx,413,462,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/sidebar.tsx,597,197,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/sidebar.tsx,597,391,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/slider.tsx,18,264,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/specialized-cards.tsx,181,17,text-gray-400,text-gray-400,MÉDIA,Sim,Cinza 400 (#9ca3af) tem contraste ~3.5:1 em fundo escuro,Usar text-gray-300 ou mais claro
src/components/ui/switch.tsx,14,295,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/tabs.tsx,30,419,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/textarea.tsx,11,295,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/themed/index.tsx,149,21,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/themed/index.tsx,311,21,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/themed/index.tsx,393,23,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/toast.tsx,55,512,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/ui/toggle.tsx,8,297,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/pages/dashboards/HealthDashboard.tsx,25,29,text-slate-400,text-slate-400,MÉDIA,Sim,Slate 400 pode ter baixo contraste,Verificar contraste no tema atual
src/pages/dashboards/HealthDashboard.tsx,32,38,text-slate-400,text-slate-400,MÉDIA,Sim,Slate 400 pode ter baixo contraste,Verificar contraste no tema atual
src/pages/dashboards/JukeboxStatsDashboard.tsx,120,64,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/pages/dashboards/KioskMonitorDashboard.tsx,154,66,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/pages/dashboards/KioskMonitorDashboard.tsx,206,60,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/pages/public/Install.tsx,242,67,opacity-60,opacity-60,MÉDIA,Sim,Opacidade 60% reduz contraste significativamente,Usar cor com contraste adequado em vez de opacidade
src/pages/public/SetupWizard.tsx,956,79,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/pages/public/Wiki.tsx,443,57,opacity-50,opacity-50,MÉDIA,Sim,Opacidade 50% reduz contraste pela metade,Usar cor com contraste adequado em vez de opacidade
src/components/audit/AuditLogViewer.tsx,149,75,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,152,44,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,176,47,text-muted,text-muted,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,176,35,text-muted-var,text-[var(--text-muted)],ALTA,Não,Variável CSS --text-muted pode ter baixo contraste,Verificar valor de --text-muted no tema
src/components/audit/AuditLogViewer.tsx,261,34,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,291,75,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,294,45,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,349,30,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,352,31,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,377,34,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,381,66,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
src/components/audit/AuditLogViewer.tsx,408,34,text-muted,text-muted-foreground,ALTA,Não,Classe text-muted pode ter baixo contraste,Verificar se --muted-foreground tem ratio >= 4.5:1
